1,mo_pulaski
Stark/Dunn,nd_stark
Stark/Portage,oh_stark
Stark/Summit/Wayne,oh_wood
Stark/Tuscarawas,oh_stark
Stark/Wayne,oh_tuscarawas
Starke,in_starke
Starr,tx_starr
State Agency,tx_bexar
State Authority,dc_district of columbia
State agency,tx_bexar
Ste Genevieve,mo_ste. genevieve
Stearns,mn_stearns
Stearns/Kandiyohi/Pope,mn_pope
Stearns/Kendiyoha,mn_stearns
Stearns/Morrison,mn_stearns
Steele,nd_kidder
Steele/Dodge,mn_steele
Stephens,ok_stephens
Stephens/Young,tx_young
Stephenson,il_stephenson
Stephenson/Jo Daviess,il_jo daviess
Stephenson/Jo Daviess/Carroll,il_stephenson
Sterling,il_whiteside
Sterns,mn_stearns
Steuben,ny_oneida
Steuben/Allegany,ny_steuben
Steuben/Allegany/Schuyler/,ny_herkimer
Steuben/De Kalb,in_steuben
Steuben/Livingston/Ontario,ny_wayne
Stevens,mn_stevens
Stevens/Pend Oreille,wa_stevens
Stewart,ga_stewart
Stillwater,mt_stillwater
Stockton,ca_san joaquin
Stoddard,nh_cheshire
Stoddard/Dunklin,mo_new madrid
Stokes,nc_pitt
Stone,mo_stone
Stonewall,tx_gillespie
Storey,nv_storey
Story,ia_story
Story/Boone,ia_boone
Story/Marshall/Jasper/Polk,ia_polk
Stow,ny_chautauqua
Strafford,nh_strafford
Strfford,nh_strafford
Stutsman,nd_stutsman
Sublette,wy_sublette
Suffolk,ma_suffolk
Suffolk/Nassau,ny_nassau
Sullivan,nh_cheshire
Sullivan/Delaware,ny_sullivan
Sullivan/Ulster,ny_sullivan
Summers,wv_doddridge
Summit,co_summit
Summit/Portage,oh_summit
Sumner,tn_sumner
Sumner/Trousdale Cos,tn_trousdale
Sumter,al_sumter
Sunflower,ms_sunflower
Surry,nc_surry
Surry/Wilkes,nc_surry
Susquahana,pa_susquehanna
Susquehana,pa_susquehanna
Susquehana/Wayne,pa_dauphin
Susquehanna,pa_susquehanna
Susquehanna/Wayne/Lackawanna,pa_susquehanna
Susquehanna/Wyoming,pa_luzerne
Sussex,wi_waukesha
Sutter,ca_sutter
Sutton,tx_robertson
Swain,nc_swain
Swanville,mn_morrison
Sweet Grass,mt_toole
Sweetwater,wy_sweetwater
Swift,mn_roseau
Swift Co,mn_swift
Swisher,tx_swisher
Switzerland,in_switzerland
Sxott,ky_scott
Syracuse,in_kosciusko
TILTON,nh_belknap
TURTLE LAKE,wi_barron
TYLERTOWN,ms_walthall
Talbot,md_talbot
Tallachatchie,ms_tallahatchie
Talladega,al_talladega
Tallapoosa,al_tallapoosa
Tallilah,la_madison parish
Tama,ia_tama
Taney,mo_taney
Tangipahoa,la_tangipahoa parish
Tangipahoa Parish,la_tangipahoa parish
Tangipahoe,la_tangipahoa parish
Tanqipahoa,la_tangipahoa parish
Taos,nm_taos
Taos/Rio Arriba,nm_colfax
Tarrant,tx_tarrant
Tarrant/Dallas/Denton,tx_denton
Tarrant/Denton,tx_tarrant
Tarrant/Denton/Parker/Johnson/,tx_terry
Tarrant/Johnson,tx_tarrant
Tarrant/Johnson/Ellis,tx_johnson
Tarrant/Parker,tx_tarrant
Tarrant/Wise,tx_tarrant
Tarraut,tx_tarrant
Tate,ms_tate
Tattnall,ga_tattnall
Taylor,tx_williamson
Taylor/Jones,tx_williamson
Tazewell,il_tazewell
Tazewell Co,il_tazewell
Tazewell/Logan,il_tazewell
Tazewell/Peoria,il_peoria
Tazewell/Woodford,il_tazewell
Tazwell,il_tazewell
Tehama,ca_tehama
Tehema,ca_tehama
Telfair,ga_telfair
Telford,pa_montgomery
Teller,az_mohave
Teller-El Paso,co_teller
Temecula,ca_riverside
Tensas,la_tensas parish
Terrace,ut_utah
Terrebone,la_terrebonne parish
Terrebonne,la_terrebonne parish
Terrebonne Parish,la_terrebonne parish
Terrell,tx_kaufman
Terry,tx_terry
Terry Co,tx_terry
Teton,mt_teton
Teton/Cascade/Chouteau,mt_teton
Texas,mo_texas
Thayer,ne_york
Thayer/Fillmore,ne_thayer
Thibodaux,la_lafourche parish
Thomas,ga_thomas
Thomaston-Upson,ga_upson
Thomaston/Upson,ga_upson
Thompson,ny_sullivan
Thornton,ia_cerro gordo
Thruston,wa_thurston
Thurston,wa_thurston
Thurston/Grays Harbor/Lewis,wa_lewis
Thurston/Pierce,wa_pierce
Tift,ga_tift
Tillamook,or_tillamook
Tillamook/Clatsop,or_clatsop
Tillamook/Yamhill,or_tillamook
Tillaook,or_tillamook
Tillman,ok_tillman
Timber Cove,nv_washoe
Tioga,pa_tioga
Tioga/Chemung,ny_chemung
Tioga/Lycoming,pa_philadelphia
Tiogo,ny_tioga
Tippecanoe,in_marshall
Tipton,in_tipton
Tishomingo,ms_tishomingo
Titus,tx_titus
Tobias,mi_antrim
Todd,mn_todd
Todd/Morrison/Cass/Wadena,mn_wadena
Todd/Wadena,mn_wadena
Toledo,oh_lucas
Toledo/Lucas,oh_lucas
Tolland,ct_tolland
Tollard,ct_tolland
Tom Green,tx_tom green
Tompkins,ny_tompkins
Tompkins/Seneca/Tioga,ny_tioga
Tompkinsville-Monroe,ky_monroe
Tooele,ut_tooele
Toole,mt_mineral
Toombs,ga_toombs
Topeka/Shawnee,ks_shawnee
Torrance,nm_torrance
Totowa,nj_passaic
Towa/Lafayette,wi_lafayette
Towner,nd_mchenry
Towns,ga_towns
Traill,ok_comanche
Traill/Steele,nd_kidder
Transylvania,nc_transylvania
Traverse,mn_nicollet
Travis,ns_cumberland
Travis/Williamson,tx_travis
Trego,ks_trego
Trempealeau,wi_trempealeau
Trempealeau/Jackson,wi_trempealeau
Trempleau,wi_trempealeau
Treutlen,ga_treutlen
Trigg,ky_trigg
Trimble,ky_pulaski
Trinity,tx_trinity
Trinity/Humboldt,ca_humboldt
Trinity/Wlaker,tx_trinity
Tripp,sd_hutchinson
Troquois,il_iroquois
Troup,ga_troup
Troupe,ga_troup
Trousdale,tn_trousdale
Trumball,oh_ashtabula
Trumbell,oh_ashtabula
Trumbull,oh_ashtabula
Trumbull/Mahoning,oh_mahoning
Tucson/Pima,az_pima
Tulare,ca_tulare
Tulsa,ok_tulsa
Tulsa/Osage,ok_tulsa
Tunica,ms_tunica
Tuolumme,ca_tuolumne
Tuolumne,ca_tuolumne
Tupelo,ms_lee
Turner,sd_turner
Turner/Minnehaha/McCook,sd_mccook
Tuscaloosa,al_tuscaloosa
Tuscarawas,oh_tuscarawas
Tuscargwas,oh_tuscarawas
Tuscola,mi_tuscola
Tuscola/Genesee,mi_genesee
Tuscola/Lapeer,mi_tuscola
Tuttle,ok_grady
Twiggs,ga_twiggs
Twin Falls,id_twin falls
Twin Falls/Gooding,id_twin falls
Tyler,tx_smith
Tyler/Jasper/Angelina,tx_angelina
Tyrrell,nc_tyrrell
Uinta,wy_uinta
Uintah,ut_weber
Ulster,ny_ulster
Umatilla,or_umatilla
Umitilla,or_umatilla
Unicoi,tn_unicoi
Union,oh_montgomery
Union/Alexander,center district_petach tikva
Union/Colfax,nm_colfax
Union/Delaware,oh_muskingum
Union/Franklin,in_montgomery
Union/Jackson,il_mchenry
Union/Jackson/Alexander,il_jackson
Union/Lincoln,sd_union
Unm Valencia,nm_valencia
Upper Bucks,pa_bucks
Upper Pine River,tx_culberson
Upshur,wv_upshur
Upshur/Camp,tx_upshur
Upshur/Marion/Harrison,tx_harrison
Upshur/Wood,tx_upshur
Upson,ga_upson
Upton,tx_bastrop
Utah,ut_utah
Utmatilla,or_umatilla
Uvalde,tx_uvalde
VERNON,nj_sussex
Val Verde,tx_milam
Valdez/Cordova,ak_valdez-cordova
Valdosta,ga_lowndes
Valdosta/Lowndes,ga_lowndes
Valencia,nm_valencia
Valencia/Socorro,nm_valencia
Vallejo,ca_solano
Valley,mt_valley
Valley/Adams,id_valley
Van Buren,ia_jackson
Van Buren/Berrien,mi_berrien
Van Buren/Cass,mi_cass
Van Buren/Kalamazoo,mi_kalamazoo
Van Wert,oh_van wert
Van Zandt,tx_van zandt
Van Zandt/Henderson /Smith,tx_smith
Vance,nc_vance
Vanceburg,ky_lewis
Vanderburgh,in_vanderburgh
Various,veneto_bl
Vemilion,il_edgar
Venango,ne_perkins
Ventura,ca_ventura
Vermilion,la_vermilion parish
Vermilion/Edgar,il_edgar
Vermilion/Edgar/Iroquois/,il_iroquois
Vermillion,in_vermillion
Vernon,la_jackson parish
Vernon Parish,la_vernon parish
Vernon/Barton/Cedar,mo_barton
Vernon/Crawford,wi_crawford
Victoria,tx_victoria
Vigo,in_vigo
Vilas,wi_vilas
Vilas/Oneida/Iron,wi_iron
Village,bc_mount waddington
Vinita,ok_craig
Vinton/Gallia/Hocking/Jackson,oh_jackson
Volusia,fl_volusia
WASHINGTON,ks_washington
WEST CAPE MAY,nj_cape may
WEST LAFAYETTE,in_tippecanoe
WEST PATERSON,nj_passaic
WESTFIELD,in_hamilton
WHARTON,nj_morris
WINNEBAGO,il_winnebago
Wabash,il_wabash
Wabasha,mn_wabasha
Wabaunsee,ks_wabaunsee
Wabuansee,ks_wabaunsee
Wadena,mn_wadena
Wadena/Otter Tail/Cass/Becker,mn_cass
Wadena/Otter Tail/Todd,mn_wadena
Wagoner,ok_wagoner
Wahkiakum,wa_wahkiakum
Wahklakum,wa_wahkiakum
Wake,nc_wake
Wakesha,wi_waukesha
Wakulla,fl_wakulla
Waldo,me_waldo
Walker,mi_kent
Walker/Dade/Catoosa,ga_catoosa
Walkerville,mi_oceana
Wall,nj_monmouth
Walla Walla,wa_walla walla
Walla Walla/Columbia,wa_walla walla
Wallace,ks_wallace
Waller,tx_waller
Waller/Harris,tx_waller
Wallowa,or_wallowa
Walonga,ok_blaine
Walsh,nd_walsh
Walthall,ms_webster
Walton,ga_walton
Walworth,wi_walworth
Walworth/Campbell,sd_walworth
Walworth/Jefferson,wi_jefferson
Wantonwan,mn_watonwan
Wapello,ia_louisa
Ward,nd_ward
Ward/Burke/Renville/Mountrail,nd_mountrail
Ward/McHenry,nd_foster
Ward/Mountrail/Renville,nd_bottineau
Ward/Renville,nd_ward
Ware,ga_ware
Waren Co,nc_warren
Warren,in_huntington
Warren/Butler,oh_trumbull
Warren/Greene,oh_trumbull
Warren/Henderson,il_knox
Warren/Mercer/Knox/Henderson,il_knox
Warren/Montgomery,oh_hamilton
Warrick,in_warrick
Warrren,nj_somerset
Wasatch,ut_wasatch
Wasatch County,ut_wasatch
Wasco,or_sherman
Waseca,mn_waseca
Wash/Clatsop/Columb/Tillamook,or_tillamook
Washakie,wy_washakie
Washburn,mi_macomb
Washentaw,mi_washtenaw
Washingston,wi_door
Washington,mn_washington
Washington Parish,la_washington parish
Washington/Adams,id_washington
Washington/Clackama,or_clackamas
Washington/Clackamas,or_clackamas
Washington/Clackamas/Yamhill,or_multnomah
Washington/Dodge,ia_dubuque
Washington/Multnomah,or_multnomah
Washington/Multnomah/Yamhill,or_multnomah
Washington/Perry,il_perry
Washington/Warren,nj_bergen
Washington/Westmoreland,pa_westmoreland
Washington/Yamhill,or_yamhill
Washita,ok_caddo
Washoe,nv_washoe
Washtenaw,mi_washtenaw
Washtenaw/Livingston,mi_livingston
Washtenaw/Wayne,mi_wayne
Watauga,nc_watauga
Watersmeet,mi_gogebic
Watonwan,mn_watonwan
Watowan,mn_watonwan
Waubaunsee,ks_wabaunsee
Waukesha,wi_waukesha
Waukesha/Walworth,wi_waukesha
Waukeshaq,wi_waukesha
Waupaca,wi_waupaca
Waurika,ok_jefferson
Waushara,wi_waushara
Waushara/Winnebago,wi_waushara
Waycross/Ware,ga_ware
Wayne,ut_wayne
Wayne/Ashland/Clark/Champaign,oh_champaign
Wayne/Hamilton/Jefferson,in_allen
Wayne/Henry,in_henry
Wayne/Macomb,mi_wayne
Wayne/Oakland,mi_wayne
Wayne/Oakland/Washtenaw,mi_wayne
Wayne/Ontario,ny_wayne
Wayne/Pike,oh_muskingum
Wayne/Seneca,nj_passaic
Wayne/Stanton,mi_wayne
Wayne/Washtenaw,mi_wayne
Wayne/White,il_kane
Weakley,tn_weakley
Webb,tx_webb
Weber,ut_weber
Weber/Box Elder,ut_davis
Webster,wv_taylor
Webster Parish,la_webster parish
Wedowee,al_randolph
Weld,co_weld
Weld and Larimer,co_larimer
Weld/Broomfield,co_broomfield
Weld/Larimer,co_weld
Weld\Morgan,co_weld
Wells,in_wells
Weschester,ny_westchester
Wesford,ma_middlesex
West,mo_new madrid
West Baton Rouge,la_west baton rouge parish
West Carroll,la_west carroll parish
West Feliciana,la_west feliciana parish
West Harris,tx_harris
West Sonoma,ca_sonoma
West Stone,ar_washington
West Travis,tx_falls
Westchester,ny_westchester
Westchester/Putnam,ny_westchester
Western Riverside,ca_riverside
Westmoreland,pa_westmoreland
Westmoreland/Allegheny,pa_westmoreland
Westmoreland/Armstrong,pa_westmoreland
Westmorland,pa_westmoreland
Weston,wy_campbell
Westshester,ny_westchester
Wetzel,wv_wetzel
Wexford,mi_wexford
Wexford/Missaukee,mi_missaukee
Wexford/Osceola/Lake,mi_wexford
Weyauwega,wi_waupaca
Weymouth,nj_atlantic
Wharton,tx_wharton
Wharton/Fort Bend,tx_tarrant
Whatcom,wa_whatcom
Whatoom,wa_whatcom
Wheatland,mt_wheatland
Wheeler,tx_wheeler
Wheeler/Gray,tx_gray
Wheeler/Hemphill/Gray,tx_marion
White,ar_ashley
White Pine,nv_white pine
White/Carroll,in_marion
White/Edwards,il_peoria
White/Gallatin/Saline/Hardin/,il_calhoun
White/Hamilton/Gallatin,il_gallatin
White/Noble,il_richland
Whitesburg,ky_letcher
Whiteside,il_whiteside
Whiteside/Henry,il_whiteside
Whiteside/Lee,ia_clinton
Whiteside/Lee/Carroll/Ogle,il_ogle
Whitfield,ga_troup
Whiting,nj_ocean
Whitley,ma_plymouth
Whitman,wa_whitman
Whitman/Adams,wa_whitman
Whitman/Spokane,wa_spokane
Whitney,nv_clark
Wichita,tx_wichita
Wichita/Archer,tx_wichita
Wicomico,md_charles
Wilbarger,tx_wilbarger
Wilbarger/Foard,tx_wilbarger
Wilbargo,tx_wilbarger
Wilber,ne_saline
Wilcox,al_conecuh
Wilken/Otter Tail,mn_douglas
Wilkes,ga_wilkes
Wilkin,mn_wilkin
Wilkin/Otter Tail,mn_wilkin
Wilkinson,ms_lincoln
Will,tx_williamson
Will County,il_will
Will/ Kendall,il_will
Will/Grundy/Livingston/Cook/,il_cook
Will/Iroquois/Ford/Livingston,il_madison
Will/Kendall,il_will
Will/Lake,il_will
Willacy,tx_willacy
Willard/Grundy,il_will
Williams,oh_williams
Williams/Divide,nd_eddy
Williamsburg,sc_williamsburg
Williamsburg-Whitley,ky_whitley
Williamson,tx_williamson
Williamson/Franklin,il_macoupin
Williamson/Jackson/Franklin,il_williamson
Williamson/Johnson,il_williamson
Williamson/Travis,tx_travis
Williamson\Jackson\Franklin,il_williamson
Willingboro,nj_burlington
Wilson,ks_ellsworth
Wilson/Guadalupe,tx_bexar
Windham,vt_windham
Windham/Tolland,ct_windham
Windham/Tolland/New London,ct_windham
Windsar,ab_division no. 11
Windsor,vt_windsor
Winebago,il_winnebago
Winkler,tx_navarro
Winkler/Loving,tx_winkler
Winn,la_winn parish
Winn Lake,mi_lapeer
Winnebago,il_winnebago
Winnebago/Boone/Ogle,il_ogle
Winnebago/Calumet,wi_fond du lac
Winnebago/Calumet/Outagamie,wi_winnebago
Winnebago/Ogle/Boone/,il_boone
Winnebago/Stephens,il_winnebago
Winnebago/Stephenson,il_stephenson
Winnebago/Waupaca,wi_waupaca
Winnebago/Waushara,wi_waushara
Winneshiek,ia_winneshiek
Winnsboro,la_franklin parish
Winona,mn_winona
Winston,ms_winston
Wirt,wv_wirt
Wisconsin Rapids,wi_wood
Wise,tx_van zandt
Wise/Montague,tx_montague
Wise/Parker,tx_wise
Wlliamson/Travis,tx_travis
Wolfe,ky_wolfe
Wood,wv_wood
Wood/Hancock,oh_wayne
Wood/Hopkins,tx_wood
Wood/Lucas/Sandusky/Fulton,oh_morrow
Wood/Rains,tx_rains
Wood/Wirt,oh_washington
Woodard,ok_woodward
Woodbury,ia_woodbury
Woodbury/Monona,ia_monona
Woodbury/Playmouth,ia_woodbury
Woodford,ky_woodford
Woodford/La Salle/Livingston,il_madison
Woodford/Marshall,il_marshall
Woodford/Mc Lean,il_mclean
Woodford/McLean/Livingston,il_mclean
Woodford/Tazewall,il_tazewell
Woodford/Tazewell,il_tazewell
Woodruff,ar_woodruff
Woods,ok_woods
Woodson,ks_woodson
Woodward,ok_woodward
Worcester,md_worcester
Worcester/Barnstable/Norfolk,ma_norfolk
Worchester,ma_worcester
Worth,ga_turner
Wrangell-Petersburg,ak_petersburg borough
Wright,mo_wright
Wright/Franklin,ia_wright
Wyandot,oh_wyandot
Wyandotte,mo_grundy
Wykoff,mn_fillmore
Wyoming,wv_wyoming
Wyoming/Lackawanna,pa_luzerne
Wythe,va_wythe
YAVAPAI,az_yavapai
YELLOWSTONE,mt_yellowstone
YORK,sc_york
YUMA,az_yuma
Yadkin,nc_rowan
Yahill,or_yamhill
Yakima,wa_yakima
Yales,ny_richmond
Yalobusha,ms_yalobusha
Yamhill,or_yamhill
Yamhill/Clackamas/Washington,or_multnomah
Yamhill/Polk,or_yamhill
Yamhill/Polk/Tillamook,or_tillamook
Yancey,nc_yancey
Yankton,sd_yankton
Yates,ny_yates
Yates/Onatario/Steuben,ny_oneida
Yavapai,az_yavapai
Yazoo,ms_yazoo
Yell,ar_yell
Yellow Medicine,mn_yellow medicine
Yellowstone,mt_yellowstone
Yoakum,tx_dewitt
Yokimi,wa_yakima
Yola,ca_yolo
Yolo,ca_yolo
York,pa_york
York/Adams,pa_york
York/Hamilton/Fillmore,ny_richmond
Young,tx_freestone
Yuba,ca_yuba
Yuba/Alameda,ca_yuba
Yukon,ok_canadian
Yukon-Koyukuk Census Area,ak_yukon-koyukuk
Yuma,co_yuma
Yuma/Kit,co_kit carson
Zapata,tx_zapata
Zavala,tx_zavala
Zavalla,tx_angelina
clay,ne_clay
fayette,al_fayette
king,wa_king
null,nm_san juan
nulle,co_la plata
pasco,fl_pasco
pierce,ga_pierce
riley,ks_riley
suffolk,ny_suffolk
washtenaw/Oakland,mi_washtenaw
